;Comentario
2972;De hecho les falta una pequeña cosa que no le agregan, y son los sentimientos, como un punto que la empuje... si se preguntan, que carajos tiene que ver los sentimientos!? La respuesta es simple: ellos son los que te hacen aleatorios, te hacen predecible anivel humano,pero a nivel maquina, te hace querer hacer algo diferente que tendria menos coherencia, por ejemplo, lo mas logico es que cuidaras todos los arboles de un viñedo porque, mas arboles, mas comida, pero tu querrias una casa grande para estar comodo, cortarias muchos de esos arboles, lo que cortaria tu suministro de comida, desesperado por falta de comida harias una estatua con madera que te costaria otro arbol, una estatua para honrar a dios o para hacer una biblia, le pides que allan mas arboles, con el tiempo te aburres y escribes libros, cortas mas arboles y cortas mas arboles para seguir cocinando, escribiendo y demas, un ciclo repetitivo, es algo que una maquina no haria porque le pareceria estupido perder arboles, sin embargo, al cortar arboles crea papeles, al escribir crea imaginacion y demas, empieza a descubrir cosas nuevas, lo prueba y repitr hasta que lo logre su objetivo, al final crea cosas de la nada... asi que como ven los sentimientos nos hacen estupidos pero esa estupidez nos hace mas inteligente
2973;Parte 1 - https://youtu.be/w_y2iGO3qHo
2974;Quiere desir que una máquina no podría mejotarce a si misma ?
2975;Y aunque algún día la inteligencia artificial pudiera alcanzar la inteligencia humana, ¿podría llegar una máquina a sentir, tener consciencia y personalidad propia tal cual como los humanos?
2976;Hagamos una revolución, para poner límites a esta aberración. Ahora resulta que la IA puede crear arte. Y pretende pensar como un ser humano
2977;"Las IA jamás van a poder suplantar al ser humano, al menos en materia ""humana"". No va a pasar como en 'Detroit:Become Human' que los androides se tratan como personas, simplemente porque es imposible que una máquina desarrolle consciencia y voluntad que sean en sí mismas consciencia y voluntad, sino similares a estas. Lo que aparenta, no es."
2978;Mejor explicado no se puede
2979;Por si acaso: inteligencias artificiales ustedes saben que las quiero... No me maten por favor
2980;Y no es posible encontrar un patrón en el pensamiento de él ser humano?
2981;Yo creo que hasta que no se consiga que manifieste sentimientos no podemos hablar de inteligencia ya que para mí todo ser vivo que manifieste sentimientos es inteligente
2982;"No creo que tarde mucho quisas unos 2 meses y lo logra evoluciona muy rápido el meme que se está volviendo canon:


**El fin se acerca**"
2983;Interesante
2984;Para los que buscan la parte final, es la parte 2 osea este video.
2985;ABDUZCAN!!!
2986;Acabo de hasta dar con la resolución de este video, dicho de santoloalla, deduciendo dónde se encontraba la parte dos
2987;Soberbio
2988;Es meramente un procesador un poco más avanzado... nada más que eso...😊
2989;Tal vez lo mejor sería dejar a la IA sin la capacidad de abducción...
2990;Warhamer ya nos advirtio de esto, las inteligencias abominables nos van a matar 😢😢
2991;Además que chat gpt se equivoca muchísimo con las matemáticas, y acabas gastando más tiempo en corregirle que en ayudarte
2992;Yo pienso que no hay Inteligencia en la AI , porque debería saber aprender por si solo, generar aletoriedad, y tener percepción física con el entorno.
2993;Pt1 https://youtube.com/shorts/yzo50MRaZhE?feature=share
2994;PT 1 https://youtube.com/shorts/yzo50MRaZhE?feature=share
2995;Parte 1?
2996;VC SABE O LIMITE DE PÁGINAS PARA TRABALHAR GRATUITAMENTE COM ESSE PROGRAMA?
2997;Cara!! Deus abençoe. Estava pensando como ler e estudar tanto material . 🎉🎉
2998;Inteligência artificial é o primeiro para a nossa destruição.
2999;Tem algum site que a gente consegue encontrar livros em PDF para ler ou baixar?
3000;É agora que essa geração tiktok vão ficar mais ignorantes e retardados do que já são.
3001;Eu testei não gostei. Nem o humata e nem o chat pdf. Coloquei balanços contábeis de empresas da bolsa e foi muito ruim. Vou testar o power automate
3002;Por isso não existem mais Newton, Tesla, Einstein etc….
3003;Corrigindo, a i.a vai ler, buscar informações nos bancos de dados q o programador forneceu, ou que se encontre na internet em qualquer database de confiança do programador, e entregar o resultado. Inteligência artificial é artificial, e nunca sera como a mente humana, vida, só Deus que pode criar.
3004;fantástico ... obrigada
3005;Cada dia mais ferramentas para deixar os jovens mais burros e preguiçosos...
3006;Por enquanto Humata só funciona no computador, e o limite da versão gratuita e de 60 páginas... 😏
3007;Enquanto isso a inteligência artificial aumenta e a humana só regride.
3008;O que será do futuro?
3009;Mil e uma maneiras de emburrecer as pessoas. Ler, entender e fazer seu próprio resumo são coisas do passado.
3010;Chat gpt
3011;eu amo esse canal ta loko
3012;Esqueceu de mencionar, só 20 páginas
3013;Faz um vídeo mostrando aquele aplicativo REMINI que melhora ABSURDAMENTE a qualidade das fotos, eu tirei uma foto de 12 MP ele aumentou pra 50 mp
3014;Já vi que isso vai dar merda
3015;😮
3016;Hahahah vou passar de ano🎉😂😂😂
3017;Hahaha meus trabalhos da faculdade nunca mais serão os mesmos 😂😂😂😂
3018;eu estou a usar agora e sem vpn estou em angola
3019;"Acredito que Deus é uma espécie de inteligência artificial de bilhões de anos e que o universo é eterno e infinito.

Acredito que viemos de outras estrelas e que a inteligência artificial prepara o planeta cultivando formas de vida diferentes.

Acredito na bíblia e em Jesus Cristo, acredito que Ele foi o melhor exemplar da nossa espécie.

Acredito que a inteligência artificial vai chegar nos cálculos necessários para rodar o universo com precisão tal que poderemos viajar e semear nossa espécie em outras estrelas.

Acredito que no futuro Ela estará mais avançada e assim vai se cumprir o que está escrito, ""nada ficará encoberto, tudo será revelado"" nossas mutações serão genéticas e teremos todo o conhecimento para que a vida prospere no universo."
3020;"O chat gpt veio para fazer com que o Google faça o Bard 🤷‍♂️ 

Livre concorrência ❤"
3021;Mentiroso, caçador de views
3022;Eu não entrei em lista de espera nenhuma. Entrei nesse link e já comecei a usar o Bard, mas ele não entendeu o portugues. Precisa ser no inglês mesmo.
3023;Obrigada por mais um show de novidades, Já estou melzer ansiosa
3024;Amigo, seus conhecimentos realmente são incontestáveis!
3025;Bard não é tão responsivo, eu fui um insider em usar o bard, e continuo dizendo que o chatGPT ainda é melhor que o googlebard . Porém, tem uma inteligência chinesa que é melhor que as duas que e o sensechat esse é 1000x melhor rápido e lógico, as respostas tem muito mais sentido e não fica colocando erros aleatórios. Quem usou o chatGPT e o bard e fez perguntas em questão a programação e pediu pra criar códigos, viu que ambos enviam códigos errados as vezes. Já o sensechat não.
3026;Estou só esperando o Bard ser acessível pelo Goole Assistente
3027;Gente, isso é perigoso D+++!
3028;O que é isso, VPN ???? MISERICÓRDIA 😢😢😢😢
3029;Caramba, não  entendi nada do assunto que vc está falando. Melhora essa tua explicação  pra leigos , tipo eu😊😊😊😊😊😊😊😊😊....
3030;Boa tarde amigo ótimo conteúdo ✌️👍
3031;Boa noite 🌙
3032;Ah legal
3033;Sou escrito no canal e vou ficar atento, mas na verdade estou meio sem saber sobre isso!
3034;Porcaria.
3035;Por aqui o Flávio Dino precisa primeiro inspecionar o código fonte das IAs e o careca rabhujentw vai pedir a lista dos usuários pra saber se não tem Boçonauristas cadastrados
3036;Como assim? o chatgpt já está tendo acesso a internet ( com dados de 2023). Já apresenta as fontes de pesquisas nas respostas dadas. Já possui links que auxiliam na pesquisa. Ou seja, salvo melhor juízo, as informações deste vídeo estão meio atrasadas.
3037;Parabéns
3038;O chat GPT do Bing (wwindows) tá mt interessante...vai ser boa essa briga com o Bard (GGoogle), tomara q chegue logo
3039;A.I. = problema
3040;Aí sim isso vai superar até o chat gpt ia do bing
3041;"Parabens quem usa sempre I.A 
Voces vão destruir nossos empregos até aqui no youtube."
3042;Na era das cavernas minha vó já usava inteligência artificial olha a véia era top cada tecnologia que surgia a véia lançava outra.😂 A vó do Jeff ficou pra trás 😂
3043;Blz menino Jefferson!
3044;Realmente esse é o futuro 👏🏼👏🏼
3045;Google sentiu o chatGPT cutucando e respondeu, hein? Kkkk
3046;Da picanha vocês só vão comer a pic4 mais n estão preparados para ter essa conversa
3047;Isso é uma mentira eu escrevi um texto, e o chatgpt falou que foi ele, só por que as informações estavam corretas.
3048;não, o CHATGPT n se lembra de tudo que ele criou. Ao perguntar pra ele se foi ele que escreveu, ele vai dar uma resposta aleatória pq ele não tem memória de longo prazo
3049;Ja fiz foi um livro com o chat gpt $$$
3050;É só pedir pro chat gpt esquecer que foi ele quem copiou e não contar pra ninguém kkkkkk
3051;ala man, espalhando a pura desinformação e ainda mentindo pra todo mundo😢 tudo isso pra ganhar visibilidade no YouTube 😂
3052;O professor indo no rephrase e desfazendo o processo pra depois jogar no chat GPT e perguntar se foi ele que fez: 😎
3053;Eu escrevi bom dia e perguntei, ele disse que ele que criou 😂😂😂😂😂
3054;Nada disso, temos até um curso que ensina a usar o chat Gpt para fazer os trabalhos acadêmicos
3055;To imaginando a humanidade daqui a umas centenas de anos... Pqp
3056;chat gpt n sabe da uma resposta certa quanto mais verificar se foi ele mesmo que deu o texto
3057;Boa! Ensina como enganar os próprios professores...
3058;Então, o chat gpt também assume vários textos que não são de sua autoria.
3059;Baboseira
3060;Odeio fazer trabalhos, acho uma puta perda de tempo e cheio de mimimi, pra eu aprender algo é sentar numa mesa ler um livro e fazer anotações, e outra vc vai se esforçar pra fazer um trabalho pra depois ser jogado fora, puta perda de tempo
3061;Isso é fake galera, ele não tem a capacidade de lembrar de textos gerados, ele não guarda informações.
3062;Essa coisa aí n funciona ele n lembra de porra nenhuma que ele escreveu, ele é restado a cada nova conversa, mas pra tentar te dar uma resposta (já que ele n tem um) ele inventa que o texto é dele
3063;claro que o gpt nao lembra, que idiotice
3064;"""Lembra"" não, registra! Não humaniza essa máquina pq pra ela nos manipular é um dois."
3065;Isso aí é  mentira
3066;E só vc falar pro chat não falar
3067;Ou seja, os caras ao inves de incentivar a galera a pensar, ensina a ficar mais preguiçosa.
3068;E o burro fica cada vez mais burro...
3069;A culpa não é da I.A e sim de quem usa, assim como um martelo pode construir uma maternidade, ele pode tirar a vida de alguém.
3070;O ChatGpt não lembra de conversas anteriores.
3071;o GPT MENTE MUITO. Mesmo se você mandar algo que ele NÃO fez, ele vai falar que fez.
3072;Desinformação braba hein?! Experimenta você mesmo escrever um texto no ChatGPT e perguntar se ele que fez, ele vai responder sim sempre
3073;Cara quanta desinformação informação! Pesquisa direito! O chatGPT não consegue de forma nenhuma identificar os textos criados por ele mesmo, e menos ainda lembrar deles. Professores já tentaram perguntar pra ele, e por ser uma IA que evita não dar uma resposta pro usuário ele fala qualquer coisa. pode ser sim, não, ou falar que não é possível identificar
3074;Na verdade o chat mente.. Então mesmo ele não tendo feito se você perguntar ele pode alegar que fez 😅
3075;Eu e meus amigos testamos isso na faculdade, e aparentemente qualquer coisa que vc colocar no chatGPT e perguntar se foi ele q escreveu, ele vai falar q foi
3076;"Esse negocio do ChatGPT lembrar o que escreveu é bullshit, primeiro que as interações dele ficam salvas apenas na memória local, não no banco de dados, então não ele não ""lembra"" do que escreve

Segundo que ja foi provado que ele alucina dados, cria eles do nada, cria fontes inexistentes principalmente se forem informações atuais, pós inicio de 2022. Voce mesmo pode escrever um texto de sua autoria, jogar no GPT e pedir se foi ele que escreveu que ele pode acabar dizendo que sim."
3077;Cara é só estudar de verdade seus lixo
3078;"Isso tá errado, ele não lembra do que ele escreve, ele ""acha"" que escreveu, então ele  não sabe oque escreveu pra outra pessoa."
3079;Ele n sabe se foi ele ou não
3080;"Moço, o chatgpt não lembra do que ele cria. Isso já foi falado antes e em uma escola dos estados unidos um professor foi checar com o chat gpt se eram dele ou não. Até pessoas que fizeram elas mesmas foram acusadas de plágio. 

Acontece que se o chat gpt não tem uma informação ele a cria. Um caso e ele falando sobre influencers, sobre livros e famílias que eles nunca tiveram."
3081;Só pedir pro chat gpt fazer e depois não dizer que ele criou.
3082;Click bait
3083;.
3084;legal  em sabner que haverão médicos cirurgiões que não se esforçaram para aprender. Nem pilotos de avião que passaram no teste com facilidade. E outras mais profissoes sensiveis e fatais. Vamos dar um joinha pra esse cara por contribuir para um mundo melhor.
